Name	CR	Alignment	Size	Base_Speed	Fly_Speed	Swim_Speed	Source	Type	subtype1	subtype2	subtype3	subtype4	subtype5	subtype6
Giant Sea Anemone	2	N	Large	5	0	0	PFRPG Bestiary 3	vermin	aquatic					
Giant Sea Slug	12	N	Gargantuan	0	0	50	Tome of Horrors Complete	vermin	aquatic					
Giant Sea Snake	7	N	Huge	30	0	40	Isles Of The Shackles	animal						
Giant Seahorse	2	N	Large	0	0	30	Tome of Horrors Complete	animal	aquatic					
Giant Seahorse	3	N	Large	0	0	30	PFRPG Bestiary 4	animal	aquatic					
Giant Silverfish	2	N	Medium	30	0	0	Tome of Horrors 4	vermin						
Giant Skunk	3	N	Large	30	0	0	PFRPG Bestiary 3	animal						
Giant Slicer Beetle	4	N	Large	20	0	0	Tome of Horrors Complete	vermin						
Giant Slug	8	N	Huge	20	0	0	PFRPG Bestiary	vermin						
Giant Slug	8	N	Huge	20	0	0	Tome of Horrors Complete	vermin						
Giant Snapping Turtle	9	N	Gargantuan	20	0	20	PFRPG Bestiary 2	animal						
Giant Snapping Turtle	10	N	Gargantuan	10	0	20	Tome of Horrors Complete	animal	aquatic					
Giant Solifugid	1	N	Small	50	0	0	PFRPG Bestiary 2	vermin						
Giant Spider	1	N	Medium	30	0	0	PFRPG Bestiary	vermin						
Giant Squid	9	N	Huge	0	0	60	PFRPG Bestiary	animal	aquatic					
Giant Stag Beetle	4	N	Large	20	20	0	PFRPG Bestiary	vermin						
Giant Stymphalides	8	N	Large	20	120	0	AP 26	magical beast						
Giant Tarantula	8	N	Gargantuan	30	0	0	PFRPG Bestiary 2	vermin						
Giant Tick	1	N	Small	10	0	0	Tome of Horrors Complete	vermin						
Giant Tick	1	N	Small	20	0	0	PFRPG Bestiary 2	vermin						
Giant Tiger Barb	2	N	Large	0	0	50	Tome of Horrors Complete	animal	aquatic					
Giant Toad	2	N	Large	30	0	15	PFRPG Bestiary 2	animal						
Giant Tortoise	1	N	Medium	10	0	0	PFRPG Bestiary 4	animal						
Giant Tuatara	4	N	Large	30	0	0	Tome of Horrors Complete	animal						
Giant Vulture	4	N	Large	10	0	0	PFRPG Bestiary 3	animal						
Giant Wasp	3	N	Large	20	60	0	PFRPG Bestiary	vermin						
Giant Water Beetle	3	N	Medium	10	0	60	Tome of Horrors Complete	vermin	aquatic					
Giant Water Strider	1	N	Large	30	20	0	PFRPG Bestiary 4	vermin						
Giant Weasel	1	N	Medium	40	0	0	PFRPG Bestiary 4	animal						
Giant Whiptail Centipede	3	N	Huge	40	0	0	PFRPG Bestiary 2	vermin						
Giant Yellowjacket	4	N	Large	20	0	0	Tome of Horrors Complete	vermin						
Gibbering Abomination	13	CE	Large	10	0	0	Tome of Horrors 4	aberration						
Gibbering Mouther	5	N	Medium	10	0	20	PFRPG Bestiary	aberration						
Gibbering Orb	27	CE	Huge	5	0	0	Tome of Horrors 4	aberration						
Gibrileth	11	CE	Large	10	0	0	The Worldwound	outsider	chaotic	demon	evil	extraplanar		
Gigas Clam	11	CN	Huge	20	0	60	AP 60	magical beast	aquatic					
Gigas Hell	15	LE	Gargantuan	60	0	0	AP 30	humanoid	evil	extraplanar	giant	lawful		
Gilded Sea Serpent	5	N	Medium	10	40	0	Tome of Horrors Complete	dragon	aquatic					
Gillman	0.33	N	Medium	30	0	30	Inner Sea World Guide	humanoid	aquatic					
Giraffe	3	N	Huge	50	0	0	PFRPG Bestiary 4	animal						
Girallon	6	N	Large	40	0	0	PFRPG Bestiary	magical beast						
Girtablilu	8	N	Large	50	0	0	PFRPG Bestiary 3	monstrous humanoid						
Glabrezu	13	CE	Huge	40	0	0	PFRPG Bestiary	outsider	chaotic	demon	evil	extraplanar		
Glacial Haunt	2	CE	Medium	30	0	0	Tome of Horrors 4	undead	cold					
Glacial Ooze	6	N	Large	20	0	20	Tome of Horrors Complete	ooze	cold					
Glacier Toad	6	N	Large	30	0	15	PFRPG Bestiary 2	magical beast	cold					
Glass Golem	8	N	Large	30	0	0	PFRPG Bestiary 2	construct						
Glass Urchin	9	N	Huge	5	0	0	AP 37	vermin	aquatic					
Glass Wyrm	12	N	Large	30	0	0	Tome of Horrors Complete	dragon						
Globster	5	N	Large	20	0	0	PFRPG Bestiary 3	ooze	aquatic					
Gloom Crawler	8	N	Huge	20	0	0	Tome of Horrors Complete	magical beast						
Gloom Haunt	5	CE	Medium	0	50	0	Tome of Horrors 4	undead	incorporeal					
Gloomwing	4	N	Large	5	0	0	Tome of Horrors Complete	outsider	extraplanar					
Gloomwing	4	N	Large	10	40	0	PFRPG Bestiary 2	outsider	extraplanar					
Gnarlwood	11	NE	Huge	30	0	0	Tome of Horrors Complete	plant						
Gnasher Lizard	8	N	Large	30	0	0	Tome of Horrors Complete	magical beast						
Gnoll	1	CE	Medium	30	0	0	PFRPG Bestiary	humanoid	gnoll					
Gnoll Mutant	4	CE	Medium	30	0	0	Inner Sea Bestiary	aberration	augmented humanoid	gnoll				
Gnoph-Keh	11	CE	Large	40	0	0	AP 46	magical beast	cold					
Goat	0.33	N	Small	30	0	0	PFRPG Bestiary 3	animal						
Goblin	0.33	NE	Small	30	0	0	PFRPG Bestiary	humanoid	goblinoid					
Goblin Dog	1	N	Medium	50	0	0	PFRPG Bestiary	animal						
Goblin Snake	1	CE	Small	30	0	20	PFRPG Bestiary 3	aberration						
Gohl	9	CE	Large	0	30	0	Tome of Horrors Complete	aberration						
Golden Cat	1	N	Small	20	0	0	Tome of Horrors Complete	magical beast						
Golden Guardian	6	N	Medium	20	0	0	City of Golden Death	construct						
Goliath Spider	11	N	Colossal	40	0	0	PFRPG Bestiary 4	vermin						
Goliath Stag Beetle	8	N	Huge	30	30	0	PFRPG Bestiary 2	vermin						
Gongorinan	11	CE	Medium	40	0	0	AP 64	outsider	chaotic	qlippoth	evil	extraplanar		
Gorbel	0.50	N	Small	5	0	0	Tome of Horrors Complete	aberration						
Gorgimera	9	N	Large	40	0	0	Tome of Horrors Complete	magical beast						
Gorgon	8	N	Large	30	0	0	PFRPG Bestiary	magical beast						
Gorgosaurus	7	N	Huge	40	0	0	Tome of Horrors 4	animal						
Gorilla	2	N	Large	30	0	0	PFRPG Bestiary	animal						
Gorilla Bear	5	N	Large	30	0	0	Tome of Horrors Complete	magical beast						
Gorson	22	LE	Large	50	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Gorynych	15	CE	Huge	30	0	0	PFRPG Bestiary 3	dragon						
Gourd Leshy	1	N	Small	20	0	0	PFRPG Bestiary 3	plant	leshy	shapechanger				
Graeae	5	NE	Medium	30	0	0	PFRPG Bestiary 4	monstrous humanoid	evil	mythic				
Grand Defender	15	LG	Huge	30	0	0	AP 62	construct	extraplanar					
Grave Mount	4	LE	Large	30	0	0	Tome of Horrors 4	undead						
Grave Risen	4	CE	Medium	30	0	0	Tome of Horrors Complete	undead						
Graveknight	11	LE	Medium	30	0	0	PFRPG Bestiary 3	undead	augmented humanoid					
Graven Guardian	5	N	Medium	40	0	0	PFRPG Bestiary 3	construct						
Gray Nisp	8	CN	Large	10	0	80	Tome of Horrors Complete	fey	aquatic					
Gray Ooze	4	N	Medium	10	0	0	PFRPG Bestiary	ooze						
Gray Render	8	N	Large	30	0	0	PFRPG Bestiary 2	magical beast						
Gray-Scale Inphidian	6	NE	Large	30	0	20	Tome of Horrors 4	monstrous humanoid	reptilian					
Great Cyclops	12	CE	Huge	50	0	0	PFRPG Bestiary 3	humanoid	giant					
Great Diadem Urchin	5	N	Medium	10	0	0	AP 56	vermin	aquatic					
Great Horned Owl	0.50	N	Small	10	0	0	PFRPG Bestiary 3	animal						
Great White Shark	4	N	Huge	0	0	60	PFRPG Bestiary 4	animal	aquatic					
Great White Whale	14	N	Colossal	0	0	40	PFRPG Bestiary 2	animal						
Great Wyrm Black Dragon	19	CE	Gargantuan	60	250	60	d20pfsrd	dragon	water					
Great Wyrm Blue Dragon	21	LE	Colossal	40	0	0	d20pfsrd	dragon	earth					
Great Wyrm Brass Dragon	19	CG	Gargantuan	60	0	0	d20pfsrd	dragon	fire					
Great Wyrm Bronze Dragon	21	LG	Colossal	40	250	0	d20pfsrd	dragon	water					
Great Wyrm Copper Dragon	20	CG	Gargantuan	40	250	0	d20pfsrd	dragon	earth					
Great Wyrm Gold Dragon	23	LG	Colossal	60	300	60	d20pfsrd	dragon	fire					
Great Wyrm Gray Dragon	18	NE	Gargantuan	60	250	40	Tome of Horrors 4	dragon	water					
Great Wyrm Green Dragon	20	LE	Colossal	40	250	40	d20pfsrd	dragon	air					
Great Wyrm Red Dragon	22	CE	Colossal	40	250	0	d20pfsrd	dragon	fire					
Great Wyrm Umbral Dragon	22	CE	Colossal	40	0	0	d20pfsrd	dragon	extraplanar					
Great Wyrm White Dragon	18	CE	Gargantuan	30	0	60	d20pfsrd	dragon	cold					
Greater Acid Quasi-elemental	7	N	Huge	20	0	80	Tome of Horrors Complete	outsider	acid	elemental	extraplanar			
Greater Air Elemental	9	N	Huge	0	100	0	PFRPG Bestiary	outsider	air	elemental	extraplanar			
Greater Barghest	7	LE	Large	40	0	0	PFRPG Bestiary	outsider	evil	extraplanar	lawful	shapechanger		
Greater Basilisk	7	N	Large	20	0	0	Tome of Horrors Complete	magical beast						
Greater Boneneedle	4	N	Medium	30	0	0	Tome of Horrors Complete	vermin						
Greater Earth Elemental	9	N	Huge	20	0	0	PFRPG Bestiary	outsider	earth	elemental	extraplanar			
Greater Fire Crab	3	N	Large	30	0	30	Tome of Horrors Complete	vermin	extraplanar	fire				
Greater Fire Elemental	9	N	Huge	60	0	0	PFRPG Bestiary	outsider	elemental	extraplanar	fire			
Greater Gelid Beetle	9	N	Large	30	0	0	Tome of Horrors Complete	magical beast	cold					
Greater Gravity Elemental	9	N	Huge	0	100	0	Tome of Horrors Complete	outsider	elemental	extraplanar	gravity			
Greater Host Devil	6	LE	Medium	20	50	0	Book of the Damned V1	outsider	devil	evil	extraplanar	lawful		
Greater Ice Elemental	9	N	Huge	20	0	60	PFRPG Bestiary 2	outsider	air	cold	elemental	extraplanar	water	
Greater Lightning Elemental	9	N	Huge	0	100	0	PFRPG Bestiary 2	outsider	air	elemental	extraplanar			
Greater Magma Elemental	9	N	Huge	20	0	0	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	fire		
Greater Medusa	8	LE	Large	30	0	0	Tome of Horrors Complete	monstrous humanoid						
Greater Mud Elemental	9	N	Huge	20	0	30	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	water		
Greater Negative Energy Elemental	10	N	Huge	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Greater Obsidian Quasi-elemental	7	N	Huge	20	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Greater Ooze Demon	11	CE	Large	30	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Greater Positive Energy Elemental	10	N	Huge	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Greater Salt Elemental	8	N	Huge	20	0	0	Tome of Horrors 4	outsider	earth	elemental	extraplanar			
Greater Shadow	8	CE	Medium	0	40	0	PFRPG Bestiary	undead	incorporeal					
Greater Shedu	10	LG	Large	40	0	0	Tome of Horrors Complete	magical beast						
Greater Smoke Elemental	9	N	Huge	0	80	0	Tome of Horrors 4	outsider	air	elemental	extraplanar	fire		
Greater Verduous Ooze	11	N	Large	40	0	0	AP 35	ooze						
Greater Water Elemental	9	N	Huge	20	0	90	PFRPG Bestiary	outsider	elemental	extraplanar	water			
Greater Witchcrow	3	CE	Small	20	0	0	AP 67	magical beast						
Green Guardian Gargoyle	4	CE	Medium	40	0	0	Tome of Horrors Complete	monstrous humanoid	earth					
Green Hag	5	CE	Medium	30	0	30	PFRPG Bestiary	monstrous humanoid						
Greenskin Orc	0.33	CE	Medium	30	0	0	Tome of Horrors Complete	humanoid	orc					
Greensting Scorpion	0.25	N	Tiny	30	0	0	Ultimate Magic	vermin						
Greensting Scorpion	0.25	N	Tiny	30	0	0	PFRPG Bestiary 4	vermin						
Gremlin	0.50	CE	Small	20	0	0	Tome of Horrors Complete	fey						
Grendel	19	CE	Large	40	0	0	PFRPG Bestiary 4	monstrous humanoid	mythic					
Greruor Demon	10	CE	Large	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Grey Spirit	5	NE	Medium	0	30	0	Tome of Horrors 4	undead	incorporeal					
Gribbon	0.50	NE	Small	30	0	0	Tome of Horrors 4	monstrous humanoid						
Grick	3	N	Medium	30	0	0	PFRPG Bestiary 2	aberration						
Griffon	4	N	Large	30	80	0	PFRPG Bestiary	magical beast						
Grig	1	NG	Tiny	30	40	0	PFRPG Bestiary 2	fey						
Grig Swarm	6	NG	Tiny	20	0	0	Tome of Horrors Complete	fey	swarm					
Grim Reaper	20	NE	Large	40	60	0	AP 48	undead	evil	extraplanar	incorporeal			
Grimlock	1	NE	Medium	30	0	0	Tome of Horrors 4	monstrous humanoid						
Grimm	13	NE	Large	30	0	0	Tome of Horrors Complete	fey						
Grimple	0.33	CN	Tiny	20	20	0	PFRPG Bestiary 4	fey						
Grimshrike	4	NE	Medium	30	0	0	Tome of Horrors 4	undead	extraplanar					
Grimslake	6	CE	Large	20	0	0	The Worldwound	aberration	extraplanar					
Grimstalker	5	NE	Medium	40	0	0	Tome of Horrors Complete	fey						
Grindylow	0.50	CE	Small	15	0	30	PFRPG Bestiary 2	aberration	aquatic					
Grioth	1	CE	Medium	30	0	0	The Dragon's Demand	monstrous humanoid						
Grippli	0.33	N	Small	30	0	0	Tome of Horrors Complete	humanoid	grippli					
Grippli	0.50	N	Small	30	0	0	PFRPG Bestiary 2	humanoid	grippli					
Grizzly Bear	4	N	Large	40	0	0	PFRPG Bestiary	animal						
Grodair	5	CN	Medium	30	0	60	PFRPG Bestiary 3	magical beast	aquatic	extraplanar				
Gronk	3	CN	Large	40	0	0	Tome of Horrors Complete	monstrous humanoid						
Grootslang	16	CE	Gargantuan	40	0	30	PFRPG Bestiary 3	magical beast						
Grothlut	3	CE	Medium	20	0	0	PFRPG Bestiary 4	aberration						
Gryph	1	NE	Small	30	0	0	Tome of Horrors Complete	magical beast						
Gryph	1	NE	Small	30	50	0	PFRPG Bestiary 2	magical beast						
Guardian Cimota	6	LE	Medium	0	60	0	Tome of Horrors 4	undead						
Guardian Daemon	6	NE	Large	30	0	0	Tome of Horrors Complete	outsider	extraplanar					
Guardian Doll	3	NE	Tiny	30	0	0	Irrisen Land Of Eternal Winter	construct	cold					
Guardian Dragon	24	N	Gargantuan	50	200	30	PFRPG Bestiary 4	dragon	aquatic	mythic				
Guardian Naga	10	LG	Large	40	0	0	PFRPG Bestiary	aberration						
Guardian Phantom Armor	2	NE	Medium	30	0	0	PFRPG Bestiary 4	undead						
Guecubu	8	CE	Medium	30	0	0	PFRPG Bestiary 3	undead	earth					
Gug	10	CE	Large	40	0	0	PFRPG Bestiary 2	aberration						
Gug Savant	11	CE	Large	40	0	0	d20pfsrd	aberration						
Gulper Eel	5	N	Large	0	0	50	Tome of Horrors Complete	animal	aquatic					
Gunpowder Ooze	14	N	Large	20	0	0	Wardens Of The Reborn Forge	ooze						
Gutlslug	3	N	Medium	20	0	0	Tome of Horrors Complete	aberration						
Gylptodon	6	N	Large	20	0	0	PFRPG Bestiary 2	animal						
Gynosphinx	8	N	Large	40	60	0	PFRPG Bestiary	magical beast						
Ha-Naga	16	CE	Huge	50	0	0	Tome of Horrors 4	aberration						
Hag Nymph	10	CE	Medium	30	0	0	Tome of Horrors 4	fey						
Hag Ooze	3	N	Small	20	0	0	AP 72	ooze						
Hagfish	1	N	Tiny	30	0	30	AP 56	animal	aquatic					
Hala	4	CE	Medium	30	60	0	AP 49	outsider	air	chaotic	demon	evil	extraplanar	
Half-Celestial Unicorn	4	CG	Large	60	120	0	PFRPG Bestiary	outsider	native					
Half-Elf	0.50	LE	Medium	30	0	0	Core Race	humanoid	elf	human				
Half-Fiend Minotaur	6	CE	Large	30	60	0	PFRPG Bestiary	outsider	native					
Half-ogre	1	CE	Medium	20	0	0	Tome of Horrors Complete	humanoid	giant					
Half-Orc	0.33	NE	Medium	30	0	0	Core Race	humanoid	orc					
Halsora	7	CE	Small	30	0	0	PFRPG Bestiary 4	aberration						
Hamadryad	15	CG	Medium	30	0	0	PFRPG Bestiary 4	fey						
Hammerhead Shark	3	N	Large	0	0	60	AP 57	animal	aquatic					
Hand of the Inheritor	15	LG	Large	50	150	0	AP 26	outsider	angel	extraplanar	good	lawful		
Handmaiden Devil	14	LE	Medium	40	60	0	PFRPG Bestiary 2	outsider	devil	evil	extraplanar	lawful		
Hanged Man	3	CE	Medium	30	0	0	Tome of Horrors Complete	undead						
Hangman Tree	7	NE	Huge	10	0	0	PFRPG Bestiary 2	plant						
Hangman Tree	7	NE	Huge	10	0	0	Tome of Horrors Complete	plant						
Haniver	0.50	N	Tiny	10	20	20	PFRPG Bestiary 4	fey	aquatic					
Hanu-Naga	4	CE	Large	30	0	0	Tome of Horrors 4	aberration						
Harbinger Archon	2	LG	Tiny	0	50	0	PFRPG Bestiary 3	outsider	archon	extraplanar	good	lawful		
Harionago	11	NE	Medium	30	0	0	PFRPG Bestiary 4	undead						
Harpy	4	CE	Medium	20	80	0	PFRPG Bestiary	monstrous humanoid						
Hastur	29	CE	Medium	80	0	0	PFRPG Bestiary 4	aberration	chaotic	evil	Great Old One			
Haunt	4	N	Medium	20	0	0	Tome of Horrors Complete	undead	incorporeal					
Hawanar Genie	10	LN	Large	20	0	0	Tome of Horrors Complete	outsider	air	extraplanar	fire			
Hawk	0.33	N	Tiny	10	60	0	PFRPG Bestiary	animal						
Heat Swarm	7	NE	Diminutive	30	0	0	Tome of Horrors Complete	outsider	elemental	extraplanar	fire	swarm		
Hedgehog	0.13	N	Diminutive	20	0	0	Ultimate Magic	animal						
Hedon	3	CE	Medium	30	0	0	Tome of Horrors 4	fey						
Hekatonkheires	24	CE	Colossal	60	0	0	PFRPG Bestiary 3	outsider	chaotic	evil	extraplanar			
Helicoprion	6	N	Large	0	0	60	AP 57	animal	aquatic					
Hell Hound	3	LE	Medium	40	0	0	PFRPG Bestiary	outsider	evil	extraplanar	fire	lawful		
Hell Moth	6	NE	Large	10	0	0	Tome of Horrors Complete	aberration	extraplanar					
Hellcat	7	LE	Large	40	0	0	PFRPG Bestiary 2	outsider	evil	extraplanar	lawful			
Hellstoker Devil	5	LE	Medium	30	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Hellwasp Swarm	8	LE	Diminutive	5	0	0	PFRPG Bestiary 3	vermin	extraplanar	swarm				
Hellwidow	8	LE	Large	40	0	0	Tome of Horrors 4	magical beast	extraplanar					
Herald Of Tsathogga	15	CE	Huge	30	0	30	Tome of Horrors Complete	aberration	chaotic	evil	extraplanar			
Heresy Devil	12	LE	Huge	10	40	0	Book of the Damned V1	outsider	devil	evil	extraplanar	lawful		
Herne	6	CN	Medium	30	0	0	AP 73	monstrous humanoid						
Hetkoshu	12	N	Gargantuan	20	0	30	Osirion, Legacy Of Pharaohs	animal						
Hezrou	11	CE	Large	30	0	30	PFRPG Bestiary	outsider	aquatic	chaotic	demon	evil	extraplanar	
Hieracosphinx	5	CE	Large	30	0	0	PFRPG Bestiary 3	magical beast						
High Cimota	9	LE	Medium	0	60	0	Tome of Horrors 4	undead						
Hill Giant	7	CE	Large	40	30	0	PFRPG Bestiary	humanoid	giant					
Hippocampus	3	CG	Large	0	0	60	Tome of Horrors Complete	magical beast	aquatic					
Hippocampus	1	N	Large	5	0	60	PFRPG Bestiary 2	magical beast	aquatic					
Hippogriff	2	N	Large	40	100	0	PFRPG Bestiary 2	magical beast						
Hippopotamus	4	N	Large	30	0	30	Tome of Horrors Complete	animal						
Hippopotamus	5	N	Large	40	0	0	PFRPG Bestiary 2	animal						
Hoar Fox	2	N	Small	40	0	0	Tome of Horrors Complete	magical beast	cold					
Hoar Spirit	3	CE	Medium	30	0	0	Tome of Horrors Complete	undead	cold					
Hobgoblin	0.50	LE	Medium	30	0	0	PFRPG Bestiary	humanoid	goblinoid					
Hodag	6	N	Large	30	0	0	PFRPG Bestiary 3	magical beast						
Hollow Helm	1	NE	Tiny	20	30	0	AP 47	undead						
Hollow Serpent	16	NE	Large	50	0	0	PFRPG Bestiary 3	undead						
Homotherium	5	N	Medium	40	0	0	Tome of Horrors Complete	animal						
Homunculus	1	Any alignment (same as creator)	Tiny	20	50	0	PFRPG Bestiary	construct						
Hooded Horror	8	CE	Medium	30	0	0	Tome of Horrors 4	undead						
Horned Devil	16	LE	Large	30	50	0	PFRPG Bestiary	outsider	devil	evil	extraplanar	lawful		
Horse	1	N	Large	50	0	0	PFRPG Bestiary	animal						
Horse, Rhianna	1	N	Large	60	0	0	Tome of Horrors 4	animal						
Host Devil	6	LE	Medium	20	0	0	PFRPG Bestiary 4	outsider	devil	evil	extraplanar	lawful		
Hound Archon	4	LG	Medium	40	0	0	PFRPG Bestiary	outsider	archon	extraplanar	good	lawful		
Hound of Tindalos	7	NE	Medium	40	0	0	PFRPG Bestiary 2	outsider	evil	extraplanar				
House Centipede	0.13	N	Tiny	40	0	0	Ultimate Magic	vermin						
Howler	3	CE	Large	60	0	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar			
Huecuva	2	CE	Medium	30	0	0	PFRPG Bestiary 3	undead						
Huecuva	2	CE	Medium	30	0	0	Tome of Horrors Complete	undead						
Huge Acid Quasi-elemental	5	N	Huge	20	0	80	Tome of Horrors Complete	outsider	acid	elemental	extraplanar			
Huge Air Elemental	7	N	Huge	0	100	0	PFRPG Bestiary	outsider	air	elemental	extraplanar			
Huge Earth Elemental	7	N	Huge	20	0	0	PFRPG Bestiary	outsider	earth	elemental	extraplanar			
Huge Fire Elemental	7	N	Huge	60	0	0	PFRPG Bestiary	outsider	elemental	extraplanar	fire			
Huge Gravity Elemental	7	N	Huge	0	100	0	Tome of Horrors Complete	outsider	elemental	extraplanar	gravity			
Huge Ice Elemental	7	N	Huge	20	0	60	PFRPG Bestiary 2	outsider	air	cold	elemental	extraplanar	water	
Huge Lightning Elemental	7	N	Huge	0	100	0	PFRPG Bestiary 2	outsider	air	elemental	extraplanar			
Huge Magma Elemental	7	N	Huge	20	0	0	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	fire		
Huge Monstrous Sea Wasp	7	N	Huge	0	0	60	Tome of Horrors Complete	vermin	aquatic					
Huge Mud Elemental	7	N	Huge	20	0	30	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	water		
Huge Negative Energy Elemental	8	N	Huge	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Huge Obsidian Quasi-elemental	5	N	Huge	20	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Huge Positive Energy Elemental	8	N	Huge	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Huge Salt Elemental	6	N	Huge	20	0	0	Tome of Horrors 4	outsider	earth	elemental	extraplanar			
Huge Smoke Elemental	7	N	Huge	0	80	0	Tome of Horrors 4	outsider	air	elemental	extraplanar	fire		
Huge Water Elemental	7	N	Huge	20	0	90	PFRPG Bestiary	outsider	elemental	extraplanar	water			
Huggermugger	1	CN	Small	30	0	0	Tome of Horrors Complete	humanoid	dark folk					
Huldra	4	CN	Medium	30	0	0	PFRPG Bestiary 4	fey						
Human	0.33	N	Medium	20	0	0	Core Race	humanoid	human					
Human Juju Zombie	2	NE	Medium	30	0	0	PFRPG Bestiary 2	undead	augmented human					
Human Skeleton	0.33	NE	Medium	30	0	0	PFRPG Bestiary	undead						
Human Zombie	0.50	NE	Medium	30	0	0	PFRPG Bestiary	undead						
Humbaba	19	CN	Colossal	60	0	0	PFRPG Bestiary 3	monstrous humanoid						
Hungerer	15	CE	Huge	10	0	0	RotRL-AE-Appendix	monstrous humanoid						
Hungry Flesh	3	N	Large	20	0	20	PFRPG Bestiary 4	ooze						
Hungry Fog	6	N	Huge	0	15	0	PFRPG Bestiary 3	ooze						
Hunter Urchin	1	N	Medium	15	0	0	AP 37	vermin	aquatic					
Hutijin	22	LE	Large	50	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Hyaenodon	4	N	Large	50	0	0	Tome of Horrors Complete	animal						
Hyakume	15	NE	Large	30	0	0	PFRPG Bestiary 4	aberration						
Hydra	4	N	Huge	20	0	20	PFRPG Bestiary	magical beast						
Hydrodaemon	7	NE	Large	30	0	30	Tome of Horrors Complete	outsider	aquatic	daemon	evil	extraplanar		
Hydrodaemon	8	NE	Large	30	40	30	PFRPG Bestiary 2	outsider	aquatic	daemon	evil	extraplanar		
Hyena	1	N	Medium	50	0	0	PFRPG Bestiary	animal						
Hypnalis	5	N	Medium	40	60	0	PFRPG Bestiary 4	outsider	extraplanar					
Iathavos	20	CE	Colossal	20	50	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar	qlippoth		
Ice Devil	13	LE	Large	40	60	0	PFRPG Bestiary	outsider	devil	evil	extraplanar	lawful		
Ice Drake	3	CE	Small	20	0	0	Tome of Horrors Complete	dragon	cold					
Ice Golem	5	N	Large	20	0	0	Tome of Horrors Complete	construct	cold					
Ice Golem	5	N	Medium	30	0	0	PFRPG Bestiary	construct	cold					
Ice Linnorm	17	CE	Colossal	40	100	40	PFRPG Bestiary	dragon						
Ice Salamander	5	CE	Medium	30	0	0	Tome of Horrors 4	outsider	air	cold	extraplanar	water		
Ice Troll	3	CE	Large	30	0	0	Tome of Horrors Complete	humanoid	cold	giant				
Ice Troll	4	CE	Large	30	0	0	PFRPG Bestiary 2	humanoid	cold	giant				
Ice Yai	14	CE	Large	50	0	0	PFRPG Bestiary 3	outsider	cold	oni	giant	native	shapechanger	
Ifestus	23	CE	Colossal	60	0	0	AP 60	outsider	chaotic	evil	extraplanar			
Ifrit	0.50	N	Medium	30	0	0	PFRPG Bestiary 2	outsider	native					
